note,line,quantifier,has_citation,text
models/ROMS/manual-notes/roms-wiki-getting-started.md,145,모든,0,"- 모든 옵션 (KPP vs MY25 vs GLS, advection scheme, sediment, biology 등) 은 **CPP 매크로** 로 활성/비활성"
models/ROMS/manual-notes/roms-wiki-getting-started.md,155,모든,0,ROMS 의 모든 NetCDF 변수 정의가 YAML 파일 한 곳에 모임. 출력 단위·long_name·standard_name 일관성.
models/ROMS/manual-notes/roms-wiki-overview.md,131,모든,0,| cppdefs.h | (모든 Nonlinear/ + Drivers/ 코드의 활성화 매크로) |
models/ROMS/source-analysis/roms_4dvar.md,217,반드시,0,5. 튜닝 완료 후 **반드시 `undefine MULTI_SCALE_DEBUG`** — 미정의 시 매 $B$ 호출 마다 diagnostic 출력 폭주 + CI 가 scalar product 2개 추가 계산 → 성능 저하
models/ROMS/source-analysis/roms_4dvar_drivers.md,19,모든,1,"> ROMS 의 모든 실행 모드는 `Drivers/*.h`(인라인 인클루드) 또는 `Drivers/*.F`(모듈) 한 쌍으로 구현된다. 각 driver 는 동일한 ESMF 3-단계 인터페이스(`ROMS_initialize`/`ROMS_run`/`ROMS_finalize`)를 노출하되, 내부에서 어떤 커널(NLM/TLM/RPM/ADM)을 어떤 순서로 돌리는지로 동화·안정성·민감도 모드를 구분한다. (경로: roms/ROMS/Drivers/)"
models/ROMS/source-analysis/roms_4dvar_drivers.md,25,모든,1,"모든 driver 는 `MODULE roms_kernel_mod` 로 이름이 같고(인라인 인클루드라 동시 컴파일 안 됨), `ROMS_initialize`/`ROMS_run`/`ROMS_finalize` 를 PUBLIC 으로 노출한다(`nl_roms.h:55-57`)."
models/ROMS/source-analysis/roms_adjoint_framework.md,23,모든,0,ROMS 의 모든 NL 커널은 **3종 대응물**을 가짐:
models/ROMS/source-analysis/roms_adjoint_model.md,104,항상,1,"| `ad_X = ad_X + …` | adjoint 변수는 **항상 누산**(transpose) | `ad_rhs3d.F:2685-2686,2701-2702` |"
models/ROMS/source-analysis/roms_analytical_functionals.md,159,모든,1,"tile 호출이 ADJ/TLM 상태배열 전체를 인자로 받음: `ad_t_obc, ad_u_obc, ..., ad_zeta_obc` (`ana_perturb.h:69-75`), `ad_ustr/ad_vstr, ad_tflux` (`ana_perturb.h:78-82`), `ad_t/ad_u/ad_v/ad_ubar/ad_vbar/ad_zeta` (`ana_perturb.h:85-90`). 즉 **OBC·표면강제·내부 state 모든 control 변수 단위 섭동** 가능 — adjoint 일관성(impulse-response) 검증의 표준 도구."
models/ROMS/source-analysis/roms_global_state_modules.md,18,모든,0,"> ROMS 의 모든 격자·상태변수·구성 스칼라를 담는 Fortran MODULE 집합 (경로: roms/ROMS/Modules/). 각 모듈은 nested grid 배열 `(ng)` 로 인덱싱되는 파생타입(derived type)을 정의하고, `allocate_*`/`initialize_*`/`deallocate_*` 3종 루틴을 export 한다."
models/ROMS/source-analysis/roms_global_state_modules.md,26,모든,1,"1. `#include ""cppdefs.h""` 로 시작, 모든 라이선스 헤더는 `!=== Hernan G. Arango ===` 블록 (예: `mod_param.F:5`, `mod_ocean.F:5`)."
models/ROMS/source-analysis/roms_global_state_modules.md,28,전부,0,"3. 멤버는 거의 전부 `real(r8), pointer :: var(:,:,...)` — allocatable 이 아니라 **pointer** (nesting/contact point 에서 재지정·공유 필요)."
models/ROMS/source-analysis/roms_global_state_modules.md,36,모든,1,`mod_param.F` 는 모든 차원 파라미터를 정의. `USE mod_kinds` 만 의존 (`mod_param.F:99`).
models/ROMS/source-analysis/roms_global_state_modules.md,126,모든,1,"`mod_stepping.F` 는 **상태배열의 시간레벨 인덱스**를 grid 별로 보유 (모든 변수 allocatable `(:)`, `allocate_stepping(Ngrids)` `:115`)."
models/ROMS/source-analysis/roms_global_state_modules.md,177,모든,1,"`T_IO` (`mod_iounits.F:170-192`): 단일 출력 파일의 모든 메타를 압축 보관 — `IOtype`/`Nfiles`/`Fcount`(multi-file 카운터, `:168-170`), `Rindex`(NetCDF 레코드, `:172`), `ncid`(`:173`), 변수ID 포인터 `Vid/Tid`(`:175-176`), 시간범위 `time_min/time_max`(`:177-178`), 파일명 `base/name/files`(`:181-183`). `PIO_LIB` 시 PIO descriptor `pioFile/pioVar` (`:184-188`). HIS/AVG/RST 등 출력 종류마다 `TYPE(T_IO) :: HIS(Ngrids)` 형태로 인스턴스화 (`:160-165` 주석)."
models/ROMS/source-analysis/roms_global_state_modules.md,181,모든,1,"`ROMS_allocate_arrays(allocate_vars)` (`mod_arrays.F:127`): 모든 상태 모듈의 `allocate_*` 를 `ONLY` import (`:24-104`) 한 뒤, grid 루프 `DO ng=1,Ngrids` (`:168`) 안에서 타일 경계 `LBi..UBij` 를 `BOUNDS(ng)` 에서 추출(`:170-175`)하고 순차 호출 — `allocate_boundary`(`:182`)→`allocate_forces`(`:202`)→`allocate_grid`(`:203`)→`allocate_mixing`(`:208`)→`allocate_ocean`(`:209`) ... `$OMP MASTER`/`$OMP BARRIER` 로 마스터 스레드만 할당 (`:169,22"
models/ROMS/source-analysis/roms_include_cppdefs.md,32,모든,1,`cppdefs.h`는 앞부분 전체(1~749행)가 **사용 가능한 모든 CPP 옵션의 짧은 설명**을 담은 주석 카탈로그다. 헤더 자체가 그렇게 선언한다:
models/ROMS/source-analysis/roms_include_cppdefs.md,165,모든,0,이들은 옵션 토글이 아니라 **MPI/OpenMP 타일 분할 인덱스를 서브루틴 안에 inline 주입**하는 헤더다. 거의 모든 계산 커널 F 파일이 시작부에서 include 한다.
models/ROMS/source-analysis/roms_io_netcdf.md,68,항상,1,"- `NF_TOUT` (시간·깊이 변수) = 항상 `nf90_double` — 주석 `:203-205`: *""It is set to double precision for accuaracy in both single and douple precision numerical kernel""* (원문 오타 verbatim)"
models/ROMS/source-analysis/roms_io_netcdf.md,82,모든,1,모든 def 모듈은 **표준 NetCDF용 `*_nf90` 와 PIO용 `*_pio`** 두 구현을 generic interface 로 묶는다. `def_dim.F:24-29`:
models/ROMS/source-analysis/roms_io_netcdf.md,189,모든,1,"| 모든 def/wrt/get/nf_ 모듈이 nf90 + PIO 듀얼 구현을 generic INTERFACE 로 추상화 | `def_dim.F:24-29`, `nf_fwrite2d.F:77-82` |"
models/ROMS/source-analysis/roms_nonlinear_physics_modules.md,20,모든,1,> 출처: [`models/ROMS/raw/source_code/roms/ROMS/Nonlinear/`](../raw/source_code/roms/ROMS/Nonlinear/) 직접 디렉토리 구조. **Forward (Nonlinear) physics 모듈의 컨테이너** — `nl_roms.h` driver 의 main loop 가 호출하는 모든 physics 가 여기 모임.
models/ROMS/source-analysis/roms_nonlinear_vegetation.md,74,전부,1,캐노피 층 점유율 `Lveg_loc` — 격자셀이 캐노피 안에 전부/부분 들어가는지 (`vegetation_drag.F:284-289`):
models/ROMS/source-analysis/roms_nonlinear_vegetation.md,135,모든,1,"유효 소산시간 $\tau_{eff}=\min(\tau_{free},\tau_{veg})$ (`vegetation_turb.F:243`), 식생 length-scale 기여 `gls_loc_veg=gls_c2·tke_loc_veg/taueff` (`vegetation_turb.F:244`). 모든 타입 합산 → `tke_veg`/`gls_veg` (`vegetation_turb.F:250-251`)."
models/ROMS/source-analysis/roms_representer_model.md,31,모든,1,"즉 RPM 은 일반 접선선형(TLM, iTLM)과 달리 **유한진폭(finite-amplitude) 접선선형**이며, 모든 `rp_*` 루틴이 `iRPM` 인덱스로 동작한다 (예: `rp_diag.F:45` `CALL wclock_on (ng, iRPM, 7, ...)`, `rp_initial.F:202`)."
models/ROMS/source-analysis/roms_support_modules.md,31,모든,1,"- `set_avg`: **시간평균 출력**(`AVERAGES` CPP) — 모든 진단변수의 출력 간격 평균 누적(5800 라인 = 전 변수 평균 코드). + `AVERAGES_DETIDE`(조석 제거, [[roms_tidal_forcing]] §3)."
models/ROMS/source-analysis/roms_tangent_linear_model.md,28,모든,1,"`Tangent/` 의 `tl_*` 루틴은 NLM 코드([[roms_baroclinic_3d]]의 `main3d.F` 등)의 **줄단위 선형화 버전**으로, 동일한 CALL 시퀀스를 유지하되 각 비선형 연산을 그 directional derivative 로 치환한다. `Tangent/` 디렉토리는 54개 `.F`/`.h` 파일로, NLM 의 거의 모든 커널에 1:1 대응한다."
models/ROMS/source-analysis/roms_tracer_timestep_step3d_t.md,21,모든,1,"> **정체**: 모든 passive/bio/sediment tracer 가 타는 **시간적분(LF-AM3 corrector half)** 엔진. 기존 노트는 advection **분기 카탈로그**만([[roms_advection]]:19 ""all tracer advection branches""), corrector 조립·flux-form 갱신·MPDATA anti-diffusion·이중 implicit tridiagonal 은 미커버."
models/ROMS/source-analysis/roms_wetting_drying.md,60,항상,0,"- **★one-way flux(유입 항상 허용)**: 마른 셀로의 flux 만 허용, 유출 차단 — 범람 전선이 한 방향으로 전진. hysteresis(이중임계) 대신 이 방향성으로 채터링 억제. Delft3D/ADCIRC(수위 이중임계)와 다른 접근."
models/SFINCS/manual-notes/sfincs-model-building-running.md,113,항상,0,- 항상 최신 빌드를 Windows/Mac/Linux/cloud 에서 쓰는 편의 방식. Docker Desktop(<https://www.docker.com/products/docker-desktop>) 설치 후:
models/SFINCS/manual-notes/sfincs-model-building-running.md,119,반드시,0,- ⚠ **반드시 full path**(상대경로 불가). Linux/Mac 은 `/Users/../SFINCS/` 형식.
models/SFINCS/manual-notes/sfincs-model-building-running.md,158,모든,0,- 인용한 모든 section heading·도구명·DOI·URL·명령은 `docs/example.rst` 직접 Read(195줄)로 확인.
models/SFINCS/manual-notes/sfincs-model-building-running.md,160,전부,0,- **범위 결정**: `docs/singularity.rst`(519줄)는 Deltares 사내 클러스터 빌드 자동화 문서(내부 호스트·TeamCity·개인 계정)로 canonical 미추출(§frontmatter verification_method). `numerical_implementation.rst`·`validation.rst` 는 **여전히 heading-only skeleton**(WIP)이라 추출 대상 없음([[sfincs-numerical-implementation]] §문서 상태 경고에서 이미 기록). → 이로써 `docs/*.rst` 중 **사용자 대상 실질 내용이 있는 RST 는 전부 manual-notes 커버**(overview·developments·numerical_implem
models/SFINCS/manual-notes/sfincs-numerical-implementation.md,27,모든,0,"> ⚠️ **문서 상태 경고 (검증된 관찰)**: `numerical_implementation.rst` 는 작성 시점에 모든 section 제목만 존재하고 **본문이 비어 있다** (skeleton). 즉 `docs/numerical_implementation.rst §Shallow water equations`, `§Momentum equations`, `§Advection`, `§Continuity equation`, `§Stability conditions` 등은 제목만 있고 식·서술이 없다. 따라서 아래 수치 메커닉 단언은 **`overview.rst` 및 `developments.rst` 의 서술 + changelog 기본값**에서만 인용했고, 실제 식·이산화는 source-analysis(`se"
models/SFINCS/manual-notes/sfincs-numerical-implementation.md,90,모든,0,| Compound flooding model | 위 모든 forcing 을 한 도메인에 결합 |
models/SFINCS/manual-notes/sfincs-numerical-implementation.md,165,항상,0,"- 신 권장 조합: **`alpha=0.50, theta=1.0, advection=1`(항상 2D), `viscosity=1`**."
models/SFINCS/manual-notes/sfincs-numerical-implementation.md,238,모든,0,- 인용한 모든 section heading 은 RST 3파일 직접 Read 로 확인 (heading 명 verbatim).
models/SFINCS/manual-notes/sfincs-parameters-io-reference.md,19,모든,0,"SFINCS 의 모든 모델 설정·도메인·forcing·구조물은 keyword/value 형식의 메인 입력파일 `sfincs.inp` 로 연결된다 (`docs/input.rst §Overview`). 본 노트는 공식 docs 의 파라미터·입출력 reference 를 발췌·정리한다. 입력파일 포맷 표기: bin=binary, asc=ascii, net=netcdf."
models/SFINCS/manual-notes/sfincs-parameters-io-reference.md,138,전부,0,"**store* 플래그 (전부 default 0, 1=활성):** `storetwet`(wet 지속시간; `twet_threshold` 기본 0.01 m), `storevel`(dtout 유속), `storevelmax`/`storefluxmax`(dtmaxout 최대 유속·flux), `storecumprcp`(누적강우), `storehsubgrid`(subgrid hmax = zsmax−z_zmin; HydroMT downscaling 권장), `storehmean`(subgrid 평균수심 hmax; storehsubgrid=1 일 때만), `storeqdrain`(배수방류), `storezvolume`/`storestoragevolume`(subgrid 부피), `storemeteo`(meteo 입력)"
models/SFINCS/source-analysis/sfincs_boundaries_forcing.md,231,모든,1,"모든 분기 공통 후처리: `netprcp(nm) -= qinfmap(nm)`(`:661` 등), `cuminf += qinfmap*dt`(store 시)."
models/SFINCS/source-analysis/sfincs_boundaries_forcing.md,268,모든,0,모든 외력은 결국 연속식의 net source 와 모멘텀의 forcing 항으로 들어간다(상세 솔버는 [[sfincs-architecture-source-map]]).
models/SFINCS/source-analysis/sfincs_flow_solver.md,130,항상,1,"`compute_store_variables` (`:626-720`): `vmax`(`:684`), `qmax`(`:691`), `twet`(`:700,707`) 누적. `zsmax`(최대수위)는 메인 루프 내에서 항상 갱신 (`:253`, subgrid `:614`)."
models/SFINCS/source-analysis/sfincs_infiltration.md,47,모든,1,"> ⚠ **Green-Ampt 인덱싱 버그(:856, 직접 확인)**: 루프 `do nm=1,np`(:838)인데 흡입수두·수분부족을 **`GA_head(np)`·`GA_sigma(np)`**(=`np`=마지막 셀/총셀수)로 인덱싱, 나머지(`ksfield(nm)`·`GA_F(nm)`·`qinfmap(nm)`)는 `nm`. → **모든 셀이 마지막 셀의 ψ·σ 를 사용**(공간균일 오류, `np`→`nm` 오타 추정). [[sfincs_boundaries_forcing]]:244 는 이 줄을 verbatim 인용하나 결함 미표기."
models/SFINCS/source-analysis/sfincs_io_data.md,16,모든,0,"SFINCS 의 IO·전역 상태 레이어. `sfincs_data` 가 모든 모듈이 `use` 하는 전역 변수 저장소(common-block 대체), 나머지 6개가 ASCII/binary/netCDF 입출력 + BMI 결합 API 를 담당."
models/SFINCS/source-analysis/sfincs_io_data.md,24,모든,1,`module sfincs_data` 는 `contains` 까지 단순 변수 선언 블록(`sfincs_data.f90:1`~`:868`). 파생 type 없이 module-level allocatable 배열·스칼라로 전 상태를 보유 — 사실상 Fortran 의 전역 common block 역할. 모든 계산·IO 모듈이 `use sfincs_data` 로 직접 접근.
models/SFINCS/source-analysis/sfincs_io_data.md,138,모든,1,→ 모든 netCDF 호출을 `NF90(...)` 로 감싸 에러 시 파일·줄번호 보고 (`handle_err` `:1077`).
models/SFINCS/source-analysis/sfincs_structures_physics.md,16,모든,0,Deltares SFINCS의 수공구조물·식생·단면·정적침수(bathtub)·초기조건·런업게이지·관측점 7개 모듈 분석. 모든 단언은 `상대경로:라인` 인용 (베이스: `models/SFINCS/raw/source_code/sfincs/source/src/`).
models/SFINCS/source-analysis/sfincs_structures_physics.md,183,항상,1,`inizs4`는 항상 읽음 (`:221-222`). type 1/2/4/5/6은 `iniq`·`uvmean`도 읽음 (`:227-235`). type 4/5/6은 각각 침투 상태변수 `scs_Se`/`GA_sigma`+`GA_F`/`rain_T1` 추가 (`:237-259`). 끝에 real*4→real*8 remap (`:264`).
models/SFINCS/source-analysis/sfincs_subgrid_quadtree.md,31,모든,1,모듈 헤더에 quadtree 전체(active+inactive 모든 점) 기술 배열이 선언된다 (`sfincs_quadtree.F90:8-48`):
models/SWAN/manual-notes/swan-booij-1999-jgr-foundational.md,27,모든,0,"| Authors | N. Booij, R. C. Ris, L. H. Holthuijsen | 모든 인용처 일치 |"
models/SWAN/manual-notes/swan-booij-1999-jgr-foundational.md,32,모든,0,| Year | 1999 | 모든 인용처 |
models/SWAN/manual-notes/swan-command-numerics-output-reference.md,31,모든,0,- 모든 scheme curvilinear 가능. boundary 인접은 BSBT 회귀.
models/SWAN/manual-notes/swan-documentation-stack.md,21,모든,0,> 본 노트는 **SWAN 공식 documentation 4 종의 TOC + Chapter 1 발췌** verified. 본 위키 `models/SWAN/raw/manuals/pdfs/` 의 4 PDF 직접 read 기준. SWAN 의 모든 verified 노트가 인용하는 1차 documentation reference.
models/SWAN/manual-notes/swan-documentation-stack.md,31,모든,0,"| **User Manual** | swanuse.pdf | **154** | 모든 사용자 | Input specification, command syntax, output format |"
models/SWAN/manual-notes/swan-documentation-stack.md,249,모든,1,- 모든 `swan-*-implementation` — Tech chapter 매핑 표 (§5.1)
models/SWAN/manual-notes/swan-implementation-manual.md,84,반드시,0,- `make ser/omp/mpi` 중 **하나를 반드시 `make config` 1회로 선행**.
models/SWAN/manual-notes/swan-implementation-manual.md,103,반드시,0,"| `-jac` | **block Jacobi**(`!JAC` 제거, `!WFR` 유지). 비/준정상 simulation 권장. **반드시 `-mpi` 뒤에** |"
models/SWAN/manual-notes/swan-implementation-manual.md,195,모든,1,"- MPI run 은 `mpirun`/`mpiexec`. machinefile 1 노드/line, `node7:4`(콜론=core 수; Windows 는 space). swan.exe 를 모든 노드 공유."
models/SWAN/manual-notes/swan-output-variable-definitions.md,23,모든,0,> 모든 적분은 표기상 $\iint = \int_0^{2\pi}\int_0^\infty$. **계산 편의상 $\omega$(절대) 대신 $\sigma$(상대) 적분으로 대체 가능**(무전류 시 동일). $E$ = variance density spectrum.
models/SWAN/manual-notes/swan-output-variable-definitions.md,113,항상,1,→ [[swan-usage-general]] §2.5 units/convention 와 동일(SET NAUTICAL/CARTESIAN). 계산격자 방향은 항상 Cartesian.
models/SWAN/manual-notes/swan-programming-rules.md,21,모든,0,"> swanpgr (Programming Rules v1.3, 2006-03-22) node1-18 직접 read. SWAN **개발자용 코딩 규약**의 객관 레이어. source-analysis 의 모든 노트가 인용하는 서브루틴 **13-section 주석블록 구조**·`STRACE/IENT` trace·naming 규약(`sw`/`swmod`)의 1차 출처. ""no final status"" — 경험·통찰에 따라 갱신되는 문서(node1)."
models/SWAN/manual-notes/swan-programming-rules.md,37,모든,0,"- **`IMPLICIT NONE`** + 모든 변수 명시 선언 + `INTENT`. 단 implicit 관례 유지: `i`-`n` = integer, `c`/`z` = complex, 나머지 = real."
models/SWAN/manual-notes/swan-programming-rules.md,38,항상,0,- 변수 1개당 선언문 1개. 선언에 **항상 `::`**. **알파벳 순**. 첫 몇 글자로 구별 가능. 의미있는(영어) 이름.
models/SWAN/manual-notes/swan-programming-rules.md,40,항상,0,- pointer 는 항상 `NULLIFY` 초기화. **allocatable array 우선**(heap; automatic array=stack overflow 위험). 미사용 allocatable 은 서브루틴 끝에서 deallocate. validity check 는 `STAT=`. 길이 미지/대형 데이터·linked list 는 `POINTER`+`TARGET`.
models/SWAN/manual-notes/swan-programming-rules.md,56,모든,0,- **selection**: `IF-THEN-ELSE` 또는 `SELECT CASE`(+`CASE default`). `IF-THEN-ELSEIF-ELSE` 는 대안이나 모든 분기 평가 단점.
models/SWAN/manual-notes/swan-programming-rules.md,61,모든,0,"idea = **data hiding + locality**. 관련 서브루틴·데이터를 한 module 에. **common block 금지**(module 으로 대체). explicit interface(`USE`) — (a) module 에 서브루틴 전체 배치(작은 변경도 cascade 재컴파일) 또는 (b) interface 만(중복) — 둘 다 허용. 모든 entity **default `PRIVATE`**, 외부 필요분만 `PUBLIC`. module 은 서로 다른 서브루틴이 공유하는 데이터 보유 금지(private data 는 가능)."
models/SWAN/manual-notes/swan-programming-rules.md,65,모든,0,"> source-analysis 의 모든 SWAN 서브루틴이 따르는 **표준 layout**. nesting indent **3 칸**, **tab 절대 금지**(이식성)."
models/SWAN/manual-notes/swan-programming-rules.md,144,모든,0,"→ **`SAVE IENT`/`DATA IENT/0/` + `IF(LTRACE) CALL STRACE(IENT,'name')`** 패턴 = 모든 SWAN 서브루틴 진입부 trace. source-analysis 노트에서 반복 관찰되는 구조의 공식 근거."
models/SWAN/manual-notes/swan-spectral-file-format.md,30,모든,0,"- **free format**(FORTRAN convention), 단 **모든 키워드·quantity 이름은 line 1번째 위치에서 시작**(Appendix B syntax)."
models/SWAN/manual-notes/swan-tech-ch2-dissipation-detailed.md,163,모든,0,BJ 와 달리 surf zone 에서도 Rayleigh 분포 유지 가정(모든 파 breaking):
models/SWAN/manual-notes/swan-tech-ch2-governing-equations.md,22,모든,1,> **swantech.pdf p.7-12** (Ch 2 Governing equations §2.1 Spectral description of wind waves + §2.2 Propagation of wave energy) verbatim 직접 인용. SWAN 의 모든 verified 식의 **1차 출처**. 본 위키 기존 [[swan-action-balance]] 와 보완.
models/SWAN/manual-notes/swan-tech-ch2-nonlinear-detailed.md,117,모든,0,"quasi-Gaussian closure 기반. 모든 collinear sum/difference 상호작용, energy flux $c_g E$ 보존 ($\alpha$ calibration × $c_g$):"
models/SWAN/manual-notes/swan-tech-ch2-nonlinear-detailed.md,171,모든,0,quadruplet 유추 heuristic — 모든 super harmonic 생성 + $k^{-4/3}$ universal tail. 원식 (Booij 2009):
models/SWAN/manual-notes/swan-tech-ch2-sources-sinks.md,22,모든,1,> swantech.pdf p.13-21 직접 read. SWAN의 모든 6 source/sink term의 **표준 식 + 30+ reference**. 본 위키 [[swan-tech-ch2-governing-equations]] §2.2.2 의 RHS S_tot 정의.
models/SWAN/manual-notes/swan-tech-ch2-vegetation-ice-bragg-gen12.md,188,모든,0,- 모든 computational grid point 공통
models/SWAN/manual-notes/swan-tech-ch3-discretization.md,39,모든,0,"- counters: $1\le i\le M_x$, $1\le j\le M_y$, $1\le l\le M_\sigma$, $1\le m\le M_\theta$. 모든 변수($k, c_g, u$, 전파속도)는 $(i,j,l,m)$ 점에 위치"
models/SWAN/manual-notes/swan-tech-ch3-discretization.md,104,항상,0,> Flux conservative (급변 해저 적합). **$\nu=1$ (central)** 은 flux conservative 이나 **pointwise 비보존** + checkerboard 문제. **$\nu=0$ (upwind)** 은 pointwise conservation (각 directional bin flux 일정) + causality 보존. 실용: 항상 $0\le\nu<1$.
models/SWAN/manual-notes/swan-tech-ch3-refraction-limiter.md,63,모든,0,Causality: refract 되는 에너지는 사이 모든 bin 통과해야. Lipschitz (3.35)의 현 맥락:
models/SWAN/manual-notes/swan-tech-ch3-solution-iteration-limiter.md,20,전부,1,> swantech.pdf (v41.51) §3.3-3.7 직접 read. [[swan-tech-ch3-discretization]] 의 이산화 system 을 **푸는 알고리즘** — Gauss-Seidel four-sweep + SIP solver + 비선형 source 선형화 + 수렴/정지 기준(curvature) + DIA-in-sweep + action limiter / frequency-dependent under-relaxation. SWAN 의 `NUMERIC` 명령 거의 전부의 이론 근거.
models/SWAN/manual-notes/swan-tech-ch3-solution-iteration-limiter.md,89,모든,0,"Refraction 시 quadrant 간 action shift → 반복 (iterative four-sweep), 종료: 모든 격자서 $H_s, T$ 변화 <1%."
models/SWAN/manual-notes/swan-tech-ch4-5-bc-2d-setup.md,41,전부,0,- **land**: 무파 생성 + 입사 에너지 전부 흡수 (무문제)
models/SWAN/manual-notes/swan-tech-ch4-5-bc-2d-setup.md,69,항상,0,- **Neumann** (beach 항상): $F_n + gd\frac{\partial\zeta}{\partial n} = 0$ at boundary **(5.5)** (setup 가산상수 자유도)
models/SWAN/manual-notes/swan-tech-ch4-5-bc-2d-setup.md,88,모든,0,"**$\nabla\zeta$ 특별처리** (Cartesian 미분이나 모든 미분이 ξ 방향) → **integration path method** (Wesseling 2001): $\xi^1,\xi^2$ 2 독립방향 적분:"
models/SWAN/manual-notes/swan-tech-ch7-parallel.md,46,모든,0,"**wet 점만 자동 분할** (subdomain 크기 = 총 wet 점 / subdomain 수). Stripwise 절차: 빈 strip 생성 → 크기 도달까지 점별 할당 → 잔여 wet 점 있으면 동일 part 에 추가, 없으면 다음 strip. → **모든 strip 직선 interface + 근사 동수 wet 점**."
models/SWAN/manual-notes/swan-tech-ch8-unstructured-grid-scheme.md,31,항상,0,"- **structured**: quadrilateral (rectilinear/curvilinear), 내부 vertex 당 항상 **4 cell**"
models/SWAN/manual-notes/swan-tech-ch8-unstructured-grid-scheme.md,61,전부,0,"Eq 2.16 의 time-deriv + geographic propagation 외 전부를 $F(\vec{x},\sigma,\theta)$ 로 묶음:"
models/SWAN/manual-notes/swan-tech-ch8-unstructured-grid-scheme.md,91,모든,1,"> Face $\vec{e}_{(1)},\vec{e}_{(2)}$ 사이 방향($\theta_1$~$\theta_2$ shaded sector) = (8.16)의 **domain of dependence**. Characteristic 가 이 sector 내 → **CFL 안정 무관**(causality). $F^n$ 은 sector 내 implicit 이산화 (spectral 근사·source 선형화 §3.3). 모든 둘러싼 cell 처리 시 vertex 1 갱신 완료. Refraction·nonlinear 로 sector 간 shift → 반복 수렴."
models/SWAN/manual-notes/swan-tech-ch8-unstructured-grid-scheme.md,101,모든,1,알고리즘: sweep 별 미갱신 vertex list (sweep 방향 따라 원점거리 오름차순) 순회. 2 upwave face 가 처리가능 wave 방향 enclose. Vertex 둘러싼 모든 cell 처리 시 갱신. Sweep 완료 = 전 vertex geographic 갱신. Iteration 완료 = 전 sweep 수행(전 vertex geographic+spectral 갱신). **curvature stopping(§3.4)** 까지 반복.
models/SWAN/manual-notes/swan-tech-ch8-unstructured-ops.md,27,모든,0,"모든 양이 vertex 위치 → user 위치엔 보간. Cell $i$ vertex 1,2,3 (반시계), edge 12/23/31. $\varphi_j = \varphi(\vec{x}_j)$."
models/SWAN/manual-notes/swan-usage-general.md,49,항상,0,- **기타 방향(grid orientation 등)은 항상 Cartesian!**
models/SWAN/manual-notes/swan-usage-general.md,84,모든,1,"- **A Definitions of variables** (p.115): Hs=4√m_0, Tm01/Tm02/Tmm10, Dir, Dspr, 모든 출력변수 정확 정의 ([[swan-command-numerics-output-reference]] §2.2 변수 목록)"
models/SWAN/source-analysis/swan-main-boundary-init-sourcemap.md,31,전부,1,- TPAR: 시간+Hs·주기·방향·확산 4항 → SSHAPE 가 사용자 FSHAPE/DSHAPE 로 파라메트릭 스펙트럼 생성(:7941-7953). 그 외 전부 RESPEC 위임(:7961-7963).
models/SWAN/source-analysis/swan-quasi-coherent.md,86,모든,0,"**Wigner 의 장점**: 일반 spectral action density 가 모든 점에서 양의 값인 반면, W 는 **interference pattern (음의 lobe 포함)** 도 표현 가능 → diffraction·focusing 등 phase 효과 자연 표현."
models/SWAN/source-analysis/swan-setup-solver-swancom1-crosswalk.md,151,모든,1,"- 모든 line 인용은 위키 raw `swancom1.ftn`(v41.51 clone) 직접 Read. 식 전개($n$ 치환)는 코드 그대로의 항등변형으로, 값 추정 없음."
models/SWAN/source-analysis/swan-unstructured-time-step.md,106,모든,0,"→ **본 module은 SWAN unstructured 의 모든 신규 물리 통합 entry**. 신규 module ([[swan-bragg-scattering]], [[swan-quasi-coherent]], [[swan-surfbeat-iem]] 등) 호출 hook이 본 module에 누적."
models/SWAN/source-analysis/swan-unstructured-time-step.md,121,모든,0,"→ Standard SWAN time-step interface. `compda` 가 모든 input field (depth, wind, current, ice) 통합 carry."
models/SWAN/source-analysis/swan-vtk-output.md,69,모든,0,- ParaView 가 `.pvts/.pvtu` 열면 모든 process partial file 자동 통합
models/SWAN/web-refs/swan-ml-surrogate-models.md,47,전부,0,"- **3 케이스 결과 (전부 JONSWAP 경계, 70-15-15 분할)**:"
models/SWAN/web-refs/swan-ml-surrogate-models.md,63,전부,1,"- **FNO CoastalTwin — Jiang et al. 2021** (arxiv:2110.07100, FDL: PNNL·DLR·MIT·IBM·NASA·USGS, 6p 워크숍) ★PDF: ⚠ **분류 정정 — SWAN 아닌 NEMO(순환모델) SSH surrogate**. NW유럽 7 km 520×292, 강제력 MSLP·U10·V10(ERA5 downscaled)+GEBCO(특수 log 스케일링 B′=(ln(B+50)−ln50)/ln100), 2020년 전체 @5 min, 11개월 학습/4월 시험. FNO(linear 20ch + Fourier층 5개(20ch·40 modes)+linear)가 UNet 을 4케이스 전부 압도 — **MSE 0.0011 vs 0.0025, 1-SSIM 0.2283 vs"
models/SWAN/web-refs/swan-ml-surrogate-models.md,129,전부,0,- **full-PDF verified (2026-07-03)**: A.1 DELWAVE(21p)·A.2 DeepONet(46p)·A.3 FNO CoastalTwin(6p)·A.3 PINO(13p)·A.4 Johnson wave(2026-06-12)·D Ferdaus(38p) — 본문 수치·식·표 직접 확인. **arXiv 가용분 전부 소진**.
