note,line,classification,confidence,evidence,reason
models/ROMS/source-analysis/roms_adjoint_framework.md,23,OVERCLAIM,MEDIUM,"models/ROMS/raw/source_code/roms/ROMS/Nonlinear/wetdry.F:191-214,790-825; models/ROMS/raw/source_code/roms/ROMS/Tangent/tl_main3d.F:1-45; Nonlinear·Tangent 최상위 파일명 전수 대조",NL 커널 중 wetdry·여러 난류 커널의 TL 대응 파일이 없어 모든 NL 커널이 세 대응물을 갖는다는 일반화를 뒷받침하지 못한다.
models/ROMS/source-analysis/roms_adjoint_model.md,104,OVERCLAIM,HIGH,models/ROMS/raw/source_code/roms/ROMS/Adjoint/ad_rhs3d.F:2679-2703,동일 인용 블록에 ad_cff1=0 리셋이 있으므로 adjoint 변수는 항상 누산한다는 표현은 누산 단계에 한정해야 한다.
models/ROMS/source-analysis/roms_analytical_functionals.md,159,SUPPORTED,MEDIUM,models/ROMS/raw/source_code/roms/ROMS/Functionals/ana_perturb.h:65-116,옵션으로 활성화한 OBC·표면강제·내부 상태의 섭동 배열을 인자로 모두 전달한다.
models/ROMS/source-analysis/roms_global_state_modules.md,18,SCOPE_STATEMENT,HIGH,models/ROMS/source-analysis/roms_global_state_modules.md:15-21,노트가 다루는 전역 상태 모듈의 범위 선언이다.
models/ROMS/source-analysis/roms_global_state_modules.md,26,SUPPORTED,MEDIUM,models/ROMS/raw/source_code/roms/ROMS/Modules/mod_param.F:1-9; models/ROMS/raw/source_code/roms/ROMS/Modules/mod_ocean.F:1-9,Modules의 mod_*.F 헤더 전수 문자열 대조에서 Arango 라이선스 블록이 모두 확인된다.
models/ROMS/source-analysis/roms_global_state_modules.md,28,SUPPORTED,MEDIUM,models/ROMS/raw/source_code/roms/ROMS/Modules/mod_ocean.F:84-97,공통 관용이라는 한정 아래 핵심 다섯 상태 모듈의 real(r8) pointer 선언이 지배적임을 확인했다.
models/ROMS/source-analysis/roms_global_state_modules.md,36,OVERCLAIM,MEDIUM,models/ROMS/raw/source_code/roms/ROMS/Modules/mod_param.F:90-104; models/ROMS/raw/source_code/roms/ROMS/Modules/mod_iounits.F:170-193,주된 격자 차원 모듈의 역할을 모든 차원 파라미터로 확대했으나 다른 모듈에도 독자 크기·차원이 존재한다.
models/ROMS/source-analysis/roms_global_state_modules.md,126,SUPPORTED,HIGH,models/ROMS/raw/source_code/roms/ROMS/Modules/mod_stepping.F:60-115,모듈의 시간레벨 상태 변수 전체가 1차원 allocatable 배열이다.
models/ROMS/source-analysis/roms_global_state_modules.md,177,OVERCLAIM,HIGH,models/ROMS/raw/source_code/roms/ROMS/Modules/mod_iounits.F:165-193,원문은 많은 정보를 담는다고 설명하며 T_IO에는 단위·standard_name 등 모든 메타가 포함되지 않는다.
models/ROMS/source-analysis/roms_global_state_modules.md,181,OVERCLAIM,MEDIUM,models/ROMS/raw/source_code/roms/ROMS/Modules/mod_arrays.F:24-55,조건부 import이며 mod_fourdvar는 allocate 없이 deallocate·initialize만 import하므로 모든 상태 모듈 allocate를 import한다는 표현이 강하다.
models/ROMS/source-analysis/roms_include_cppdefs.md,32,SCOPE_STATEMENT,HIGH,models/ROMS/raw/source_code/roms/ROMS/Include/cppdefs.h:1-15,헤더 주석 카탈로그의 수록 범위를 소개하며 원문도 같은 범위를 선언한다.
models/ROMS/source-analysis/roms_include_cppdefs.md,165,UNVERIFIABLE,MEDIUM,인용 없음,거의 모든 계산 커널의 include 비율을 뒷받침하는 전수 인용 없이 개별 헤더의 기능만 설명한다.
models/ROMS/source-analysis/roms_io_netcdf.md,68,SUPPORTED,HIGH,models/ROMS/raw/source_code/roms/ROMS/Modules/mod_netcdf.F:195-209,NF_TOUT을 정밀도 분기 밖에서 nf90_double 상수로 정의한다.
models/ROMS/source-analysis/roms_io_netcdf.md,82,OVERCLAIM,HIGH,models/ROMS/raw/source_code/roms/ROMS/Utility/def_dim.F:24-29; models/ROMS/raw/source_code/roms/ROMS/Utility/def_his.F:71-79,def_dim은 generic INTERFACE를 쓰지만 def_his는 PUBLIC wrapper와 PRIVATE backend로 구성되어 모든 def 모듈의 동일 generic 구조는 아니다.
models/ROMS/source-analysis/roms_io_netcdf.md,189,OVERCLAIM,HIGH,models/ROMS/raw/source_code/roms/ROMS/Utility/def_dim.F:24-29; models/ROMS/raw/source_code/roms/ROMS/Utility/nf_fwrite2d.F:77-82; models/ROMS/raw/source_code/roms/ROMS/Utility/def_his.F:71-79,def_his 등은 generic INTERFACE 대신 PUBLIC wrapper를 사용하므로 모든 모듈을 동일 generic 구조로 요약할 수 없다.
models/ROMS/source-analysis/roms_nonlinear_physics_modules.md,20,SCOPE_STATEMENT,HIGH,models/ROMS/source-analysis/roms_nonlinear_physics_modules.md:17-23,Nonlinear 물리 디렉터리의 분석 범위를 설명하는 도입부다.
models/ROMS/source-analysis/roms_nonlinear_vegetation.md,74,NOT_A_CLAIM,HIGH,models/ROMS/source-analysis/roms_nonlinear_vegetation.md:71-77,전부 또는 부분이라는 셀 점유 상태를 구별하며 전칭 명제를 제시하지 않는다.
models/ROMS/source-analysis/roms_nonlinear_vegetation.md,135,SUPPORTED,HIGH,models/ROMS/raw/source_code/roms/ROMS/Nonlinear/Vegetation/vegetation_turb.F:241-255,식생 타입 반복문의 tke·gls 누적과 모든 타입 합산 주석이 일치한다.
models/ROMS/source-analysis/roms_representer_model.md,31,OVERCLAIM,MEDIUM,models/ROMS/raw/source_code/roms/ROMS/Representer/rp_diag.F:45; models/ROMS/raw/source_code/roms/ROMS/Representer/rp_lmd_swfrac.F:1-67,진단의 iRPM 사용 예시와 달리 rp_lmd_swfrac_tile 같은 계산 루틴은 iRPM 없이 인자 배열을 처리하므로 전부라는 설명은 과하다.
models/ROMS/source-analysis/roms_support_modules.md,31,OVERCLAIM,HIGH,models/ROMS/raw/source_code/roms/ROMS/Nonlinear/set_avg.F:295-345,Aout 플래그가 참인 변수만 누적하므로 모든 진단변수의 무조건 평균 누적은 아니다.
models/ROMS/source-analysis/roms_tangent_linear_model.md,28,OVERCLAIM,MEDIUM,models/ROMS/raw/source_code/roms/ROMS/Nonlinear/wetdry.F:191-214; models/ROMS/raw/source_code/roms/ROMS/Tangent/tl_main3d.F:1-45; Nonlinear·Tangent 최상위 파일명 전수 대조,최상위 NL 69개 파일 중 TL 이름 대응이 없는 파일이 27개여서 거의 모든 커널의 1:1 대응이라는 범위는 과하다.
models/ROMS/source-analysis/roms_tracer_timestep_step3d_t.md,21,SCOPE_STATEMENT,MEDIUM,"models/ROMS/raw/source_code/roms/ROMS/Nonlinear/step3d_t.F:405,925",노트가 다루는 tracer 시간적분 엔진의 범위를 정의한 도입부다.
models/ROMS/source-analysis/roms_wetting_drying.md,60,SUPPORTED,MEDIUM,models/ROMS/raw/source_code/roms/ROMS/Nonlinear/wetdry.F:620-647,문맥의 wet–dry 접면에서 부호 있는 face mask가 dry쪽 유입을 허용하고 유출을 막는 방향성을 나타낸다.
models/SFINCS/manual-notes/sfincs-model-building-running.md,113,SUPPORTED,MEDIUM,models/SFINCS/raw/source_code/sfincs/docs/example.rst:99-123,공식 문서가 최신 빌드를 사용하는 편의 수단으로 Docker를 같은 표현으로 소개한다.
models/SFINCS/manual-notes/sfincs-model-building-running.md,119,SUPPORTED,HIGH,models/SFINCS/raw/source_code/sfincs/docs/example.rst:119,공식 실행 예시가 full path 필수와 상대경로 불가를 직접 명시한다.
models/SFINCS/manual-notes/sfincs-model-building-running.md,158,NOT_A_CLAIM,HIGH,models/SFINCS/manual-notes/sfincs-model-building-running.md:155-161,섹션·명령 인용을 검증했다는 메타 기록이다.
models/SFINCS/manual-notes/sfincs-model-building-running.md,160,SCOPE_STATEMENT,HIGH,models/SFINCS/manual-notes/sfincs-model-building-running.md:157-163,manual-notes의 수록 범위와 제외 기준을 설명한다.
models/SFINCS/manual-notes/sfincs-numerical-implementation.md,27,NOT_A_CLAIM,HIGH,models/SFINCS/raw/source_code/sfincs/docs/numerical_implementation.rst:1-95,원문 문서의 작성 상태를 알리는 메타 서술이다.
models/SFINCS/manual-notes/sfincs-numerical-implementation.md,90,SUPPORTED,HIGH,models/SFINCS/raw/source_code/sfincs/docs/overview.rst:125-127,문서가 나열한 coastal·coral·riverine·urban 외력을 한 도메인에 결합할 수 있다고 명시한다.
models/SFINCS/manual-notes/sfincs-numerical-implementation.md,165,SUPPORTED,HIGH,models/SFINCS/raw/source_code/sfincs/docs/developments.rst:222,Dollerup 권장 기본값 설명에 이류가 이제 항상 2D라고 명시되어 있다.
models/SFINCS/manual-notes/sfincs-numerical-implementation.md,238,NOT_A_CLAIM,HIGH,models/SFINCS/manual-notes/sfincs-numerical-implementation.md:235-241,인용한 절 제목의 검증 이력에 관한 메타 기록이다.
models/SFINCS/manual-notes/sfincs-parameters-io-reference.md,19,SUPPORTED,MEDIUM,models/SFINCS/raw/source_code/sfincs/docs/input.rst:4-11,공식 문서가 여러 입력 파일이 sfincs.inp로 연결됨과 keyword/value 형식을 직접 설명한다.
models/SFINCS/manual-notes/sfincs-parameters-io-reference.md,138,SUPPORTED,HIGH,models/SFINCS/raw/source_code/sfincs/docs/parameters.rst:362-427,표에 열거된 저장·debug·timestep_analysis 플래그의 기본값이 모두 0이다.
models/SFINCS/source-analysis/sfincs_boundaries_forcing.md,231,SUPPORTED,HIGH,"models/SFINCS/raw/source_code/sfincs/source/src/sfincs_infiltration.f90:640-719,800-821,888-905,1013-1032",열거된 con/c2d·cna·cnb·gai·hor 분기 모두 netprcp 차감과 조건부 cuminf 누적을 수행한다.
models/SFINCS/source-analysis/sfincs_boundaries_forcing.md,268,OVERCLAIM,MEDIUM,models/SFINCS/source-analysis/sfincs-architecture-source-map.md:37-44; models/SFINCS/raw/source_code/sfincs/source/src/sfincs_lib.f90:572-584,인용된 구조도 자체에 경계수위만 갱신하는 bathtub 경로가 있어 모든 외력을 연속식·모멘텀 강제항으로 일반화할 수 없다.
models/SFINCS/source-analysis/sfincs_flow_solver.md,130,OVERCLAIM,HIGH,models/SFINCS/raw/source_code/sfincs/source/src/sfincs_continuity.f90:235-255,zsmax 갱신은 store_maximum_waterlevel 조건 안에 있으므로 항상 실행된다는 설명은 과하다.
models/SFINCS/source-analysis/sfincs_infiltration.md,47,OVERCLAIM,HIGH,models/SFINCS/raw/source_code/sfincs/source/src/sfincs_infiltration.f90:834-871,마지막 셀의 GA_head·GA_sigma를 쓰는 버그는 강우가 침투계수 이상인 분기에만 있어 모든 셀로 확장할 수 없다.
models/SFINCS/source-analysis/sfincs_io_data.md,16,OVERCLAIM,HIGH,models/SFINCS/raw/source_code/sfincs/source/src/sfincs_read.f90:1-38; models/SFINCS/raw/source_code/sfincs/source/src/sfincs_spiderweb.f90:1-10,입력 처리 모듈 sfincs_read와 sfincs_spiderweb은 sfincs_data를 use하지 않으므로 모든 모듈이라는 주장은 성립하지 않는다.
models/SFINCS/source-analysis/sfincs_io_data.md,24,OVERCLAIM,HIGH,models/SFINCS/raw/source_code/sfincs/source/src/sfincs_read.f90:1-38; models/SFINCS/raw/source_code/sfincs/source/src/sfincs_spiderweb.f90:1-10,입력 처리 모듈 sfincs_read와 sfincs_spiderweb은 sfincs_data를 use하지 않으므로 모든 모듈이라는 주장은 성립하지 않는다.
models/SFINCS/source-analysis/sfincs_io_data.md,138,OVERCLAIM,HIGH,models/SFINCS/raw/source_code/sfincs/source/src/sfincs_ncinput.F90:118-137,선택적 zi 변수 조회는 NF90 매크로 없이 상태값을 직접 검사하므로 모든 호출을 감싼다는 주장은 틀리다.
models/SFINCS/source-analysis/sfincs_structures_physics.md,16,NOT_A_CLAIM,HIGH,models/SFINCS/source-analysis/sfincs_structures_physics.md:13-19,전칭은 이 노트의 인용 방침을 설명하는 메타 서술이다.
models/SFINCS/source-analysis/sfincs_structures_physics.md,183,SUPPORTED,HIGH,models/SFINCS/raw/source_code/sfincs/source/src/sfincs_initial_conditions.F90:196-235,문맥의 유효 restart type 1~6 분기에서는 inizs4를 공통으로 읽는다.
models/SFINCS/source-analysis/sfincs_subgrid_quadtree.md,31,SUPPORTED,MEDIUM,models/SFINCS/raw/source_code/sfincs/source/src/sfincs_quadtree.F90:8-48,활성점 압축 배열과 구별되는 quadtree 원격자 좌표·연결·mask 배열 선언을 설명한다.
models/SWAN/manual-notes/swan-booij-1999-jgr-foundational.md,27,NOT_A_CLAIM,HIGH,models/SWAN/manual-notes/swan-booij-1999-jgr-foundational.md:24-30,인용처 일치·문서 대응·작성 방식에 관한 메타 서술이다.
models/SWAN/manual-notes/swan-booij-1999-jgr-foundational.md,32,NOT_A_CLAIM,HIGH,models/SWAN/manual-notes/swan-booij-1999-jgr-foundational.md:29-35,인용처 일치·문서 대응·작성 방식에 관한 메타 서술이다.
models/SWAN/manual-notes/swan-command-numerics-output-reference.md,31,SUPPORTED,HIGH,models/SWAN/raw/manuals/pdfs/swanuse.pdf:PDF p.92,매뉴얼이 BSBT·SORDUP·S&L 모두 curvilinear grid에서 사용 가능하다고 명시한다.
models/SWAN/manual-notes/swan-documentation-stack.md,21,NOT_A_CLAIM,HIGH,models/SWAN/manual-notes/swan-documentation-stack.md:18-24,인용처 일치·문서 대응·작성 방식에 관한 메타 서술이다.
models/SWAN/manual-notes/swan-documentation-stack.md,31,SCOPE_STATEMENT,HIGH,models/SWAN/manual-notes/swan-documentation-stack.md:28-34,문서 독자·적분 표기·취급하는 방정식의 범위를 정하는 설명이다.
models/SWAN/manual-notes/swan-documentation-stack.md,249,NOT_A_CLAIM,HIGH,models/SWAN/manual-notes/swan-documentation-stack.md:246-252,인용처 일치·문서 대응·작성 방식에 관한 메타 서술이다.
models/SWAN/manual-notes/swan-implementation-manual.md,84,SUPPORTED,HIGH,models/SWAN/raw/manuals/pdfs/swanimp.pdf:PDF p.18,매뉴얼이 make ser·omp·mpi 전에 make config를 한 번 실행하도록 요구한다.
models/SWAN/manual-notes/swan-implementation-manual.md,103,SUPPORTED,HIGH,models/SWAN/raw/manuals/pdfs/swanimp.pdf:PDF p.19,-jac 다음에 -mpi 옵션이 와야 한다는 요구가 원문에 명시되어 있다.
models/SWAN/manual-notes/swan-implementation-manual.md,195,SUPPORTED,HIGH,models/SWAN/raw/manuals/pdfs/swanimp.pdf:PDF p.32,MPI 실행 파일을 각 머신에 복사하거나 공유 디렉터리에 놓아 접근 가능하게 하라는 원문과 일치한다.
models/SWAN/manual-notes/swan-output-variable-definitions.md,23,SCOPE_STATEMENT,HIGH,models/SWAN/manual-notes/swan-output-variable-definitions.md:20-26,문서 독자·적분 표기·취급하는 방정식의 범위를 정하는 설명이다.
models/SWAN/manual-notes/swan-output-variable-definitions.md,113,SUPPORTED,HIGH,models/SWAN/raw/manuals/pdfs/swanuse.pdf:PDF p.16,wind·wave 방향 외 grid orientation 등은 Cartesian convention을 따른다는 원문과 일치한다.
models/SWAN/manual-notes/swan-programming-rules.md,21,NOT_A_CLAIM,HIGH,models/SWAN/manual-notes/swan-programming-rules.md:18-24,인용처 일치·문서 대응·작성 방식에 관한 메타 서술이다.
models/SWAN/manual-notes/swan-programming-rules.md,37,OVERCLAIM,HIGH,models/SWAN/raw/manuals/pdfs/swanpgr.pdf:PDF p.10,원문의 INTENT 속성 규칙에는 pointers 예외가 있지만 노트의 모든 변수 설명에는 그 예외가 없다.
models/SWAN/manual-notes/swan-programming-rules.md,38,SUPPORTED,HIGH,models/SWAN/raw/manuals/pdfs/swanpgr.pdf:PDF p.10,이중 콜론·NULLIFY 사용을 항상 요구하는 프로그래밍 규칙을 그대로 요약한다.
models/SWAN/manual-notes/swan-programming-rules.md,40,SUPPORTED,HIGH,models/SWAN/raw/manuals/pdfs/swanpgr.pdf:PDF p.10,이중 콜론·NULLIFY 사용을 항상 요구하는 프로그래밍 규칙을 그대로 요약한다.
models/SWAN/manual-notes/swan-programming-rules.md,56,SUPPORTED,HIGH,models/SWAN/raw/manuals/pdfs/swanpgr.pdf:PDF p.16,원문 자체가 IF–ELSEIF 구성의 단점으로 all alternatives need to be tested라고 서술한다.
models/SWAN/manual-notes/swan-programming-rules.md,61,SUPPORTED,HIGH,models/SWAN/raw/manuals/pdfs/swanpgr.pdf:PDF p.19,모든 entity를 기본 PRIVATE로 두고 필요한 것만 PUBLIC으로 하라는 규칙과 일치한다.
models/SWAN/manual-notes/swan-programming-rules.md,65,OVERCLAIM,MEDIUM,models/SWAN/raw/manuals/pdfs/swanpgr.pdf:PDF pp.21-22,매뉴얼은 지켜야 할 layout을 규정할 뿐 source-analysis의 모든 실제 서브루틴이 준수함을 입증하지 않는다.
models/SWAN/manual-notes/swan-programming-rules.md,144,OVERCLAIM,MEDIUM,models/SWAN/raw/manuals/pdfs/swanpgr.pdf:PDF pp.39-43,인용은 고정형·자유형 서브루틴 템플릿 예시여서 모든 실제 서브루틴 진입부의 trace 적용을 보장하지 않는다.
models/SWAN/manual-notes/swan-spectral-file-format.md,30,SUPPORTED,HIGH,models/SWAN/raw/manuals/pdfs/swanuse.pdf:PDF p.150,스펙트럼 파일의 모든 키워드와 quantity 이름이 행 첫 위치에서 시작해야 한다는 원문과 일치한다.
models/SWAN/manual-notes/swan-tech-ch2-dissipation-detailed.md,163,SUPPORTED,HIGH,models/SWAN/raw/manuals/pdfs/swantech.pdf:PDF p.36,Thornton–Guza 가정 설명에서 원문도 최고파뿐 아니라 all waves will break라고 명시한다.
models/SWAN/manual-notes/swan-tech-ch2-governing-equations.md,22,NOT_A_CLAIM,HIGH,models/SWAN/manual-notes/swan-tech-ch2-governing-equations.md:19-25,인용처 일치·문서 대응·작성 방식에 관한 메타 서술이다.
models/SWAN/manual-notes/swan-tech-ch2-nonlinear-detailed.md,117,SUPPORTED,HIGH,models/SWAN/raw/manuals/pdfs/swantech.pdf:PDF p.27,FTIM이 모든 가능한 collinear interaction을 고려한다는 설명이 원문에 있다.
models/SWAN/manual-notes/swan-tech-ch2-nonlinear-detailed.md,171,SUPPORTED,HIGH,"models/SWAN/raw/manuals/pdfs/swantech.pdf:PDF pp.27,42",DCTA가 모든 일시적 sub·super harmonic을 생성한다는 원문 설명과 일치한다.
models/SWAN/manual-notes/swan-tech-ch2-sources-sinks.md,22,SCOPE_STATEMENT,HIGH,models/SWAN/manual-notes/swan-tech-ch2-sources-sinks.md:19-25,문서 독자·적분 표기·취급하는 방정식의 범위를 정하는 설명이다.
models/SWAN/manual-notes/swan-tech-ch2-vegetation-ice-bragg-gen12.md,188,SUPPORTED,HIGH,models/SWAN/raw/manuals/pdfs/swantech.pdf:PDF p.58,Option 2의 외부 bottom spectrum이 모든 계산격자점에서 같다는 가정이 명시되어 있다.
models/SWAN/manual-notes/swan-tech-ch3-discretization.md,39,SUPPORTED,HIGH,models/SWAN/raw/manuals/pdfs/swantech.pdf:PDF p.78,"해당 이산화에서 모든 변수를 (i,j,l,m)에 배치한다는 원문과 일치한다."
models/SWAN/manual-notes/swan-tech-ch3-discretization.md,104,SUPPORTED,HIGH,models/SWAN/raw/manuals/pdfs/swantech.pdf:PDF p.85,실용적으로 항상 0≤ν<1을 선택한다는 원문의 권고를 그대로 요약한다.
models/SWAN/manual-notes/swan-tech-ch3-refraction-limiter.md,63,SUPPORTED,HIGH,models/SWAN/raw/manuals/pdfs/swantech.pdf:PDF p.105,굴절 에너지가 사이의 모든 directional bin을 지나야 한다는 causality 설명이 명시되어 있다.
models/SWAN/manual-notes/swan-tech-ch3-solution-iteration-limiter.md,20,SCOPE_STATEMENT,HIGH,models/SWAN/manual-notes/swan-tech-ch3-solution-iteration-limiter.md:17-23,문서 독자·적분 표기·취급하는 방정식의 범위를 정하는 설명이다.
models/SWAN/manual-notes/swan-tech-ch3-solution-iteration-limiter.md,89,SUPPORTED,MEDIUM,models/SWAN/raw/manuals/pdfs/swantech.pdf:PDF p.94,four-sweep 설명이 모든 지리 격자점의 Hs·평균주기 변화 약 1%를 전형적 종료조건으로 제시한다.
models/SWAN/manual-notes/swan-tech-ch4-5-bc-2d-setup.md,41,SUPPORTED,HIGH,models/SWAN/raw/manuals/pdfs/swantech.pdf:PDF p.125,모델의 land boundary가 모든 입사 에너지를 흡수한다는 가정이 원문에 명시되어 있다.
models/SWAN/manual-notes/swan-tech-ch4-5-bc-2d-setup.md,69,SUPPORTED,HIGH,models/SWAN/raw/manuals/pdfs/swantech.pdf:PDF p.128,해변에는 항상 Neumann 조건을 적용한다는 원문과 일치한다.
models/SWAN/manual-notes/swan-tech-ch4-5-bc-2d-setup.md,88,SUPPORTED,HIGH,models/SWAN/raw/manuals/pdfs/swantech.pdf:PDF p.130,계산영역의 모든 미분이 ξ 방향이라는 원문의 좌표계 설명과 일치한다.
models/SWAN/manual-notes/swan-tech-ch7-parallel.md,46,SUPPORTED,HIGH,models/SWAN/raw/manuals/pdfs/swantech.pdf:PDF p.138,해당 strip 분할 결과의 직선 interface와 거의 같은 wet point 수가 원문에 명시되어 있다.
models/SWAN/manual-notes/swan-tech-ch8-unstructured-grid-scheme.md,31,SUPPORTED,HIGH,models/SWAN/raw/manuals/pdfs/swantech.pdf:PDF p.144,정형격자의 내부 vertex에서 만나는 cell 수가 항상 4라는 정의와 일치한다.
models/SWAN/manual-notes/swan-tech-ch8-unstructured-grid-scheme.md,61,SUPPORTED,HIGH,models/SWAN/raw/manuals/pdfs/swantech.pdf:PDF pp.145-146,시간미분·지리공간 전파를 제외한 모든 항을 F로 묶는 원문의 정의와 일치한다.
models/SWAN/manual-notes/swan-tech-ch8-unstructured-grid-scheme.md,91,SUPPORTED,HIGH,models/SWAN/raw/manuals/pdfs/swantech.pdf:PDF p.149,주변 모든 cell을 처리하면 vertex 갱신을 마친다는 원문과 일치한다.
models/SWAN/manual-notes/swan-tech-ch8-unstructured-grid-scheme.md,101,SUPPORTED,HIGH,models/SWAN/raw/manuals/pdfs/swantech.pdf:PDF p.151,vertex 주변 cell 전부 처리 후 갱신하고 전 vertex 처리로 sweep을 완료하는 절차가 명시되어 있다.
models/SWAN/manual-notes/swan-tech-ch8-unstructured-ops.md,27,SUPPORTED,HIGH,models/SWAN/raw/manuals/pdfs/swantech.pdf:PDF p.151,이 절의 모든 파라미터가 vertex에 위치한다는 보간 전제가 원문에 있다.
models/SWAN/manual-notes/swan-usage-general.md,49,SUPPORTED,HIGH,models/SWAN/raw/manuals/pdfs/swanuse.pdf:PDF p.16,wind·wave 방향 외 grid orientation 등은 Cartesian convention을 따른다는 원문과 일치한다.
models/SWAN/manual-notes/swan-usage-general.md,84,SCOPE_STATEMENT,HIGH,models/SWAN/manual-notes/swan-usage-general.md:81-87,부록 A가 다루는 출력변수 정의의 범위를 소개하는 목차 설명이다.
models/SWAN/source-analysis/swan-main-boundary-init-sourcemap.md,31,SUPPORTED,HIGH,models/SWAN/raw/source_code/swan/src/swanmain.ftn:7941-7965,TPAR 조건의 ELSE가 나머지 spectral boundary 읽기를 RESPEC에 위임한다.
models/SWAN/source-analysis/swan-quasi-coherent.md,86,OVERCLAIM,MEDIUM,models/SWAN/raw/manuals/pdfs/swantech.pdf:PDF p.69; models/SWAN/raw/source_code/swan/src/swanmain.ftn:7903-7926,Wigner의 음수 가능성은 명시되지만 일반 스펙트럼은 ZERO·NODATA에서 0일 수 있어 모든 점에서 양수라는 표현은 과하다.
models/SWAN/source-analysis/swan-setup-solver-swancom1-crosswalk.md,151,NOT_A_CLAIM,HIGH,models/SWAN/source-analysis/swan-setup-solver-swancom1-crosswalk.md:148-154,전칭은 인용 확인 방법을 설명하는 검증 메타 서술이다.
models/SWAN/source-analysis/swan-unstructured-time-step.md,106,OVERCLAIM,MEDIUM,models/SWAN/raw/source_code/swan/src/SwanCompUnstruc.ftn90:48-85,변경 이력은 diffraction·Bragg·QC 등의 통합 사례를 나열할 뿐 모든 신규 물리가 이 entry를 거침을 입증하지 않는다.
models/SWAN/source-analysis/swan-unstructured-time-step.md,121,OVERCLAIM,MEDIUM,models/SWAN/raw/source_code/swan/src/SwanCompUnstruc.ftn90:104-115,compda는 공간의존 정보 배열이지만 cross 등 별도 입력도 있어 모든 input field를 담는다는 확대는 근거보다 강하다.
models/SWAN/source-analysis/swan-vtk-output.md,69,SUPPORTED,MEDIUM,models/SWAN/raw/source_code/swan/src/SwanVTKPDataSets.ftn90:233-290,구조·비구조 양쪽 모두 1..NPROC 전체의 Piece 파일을 병렬 VTK index에 기록한다.
models/SWAN/web-refs/swan-ml-surrogate-models.md,47,UNVERIFIABLE,HIGH,research/inbox/_archive/operator-learning-for-surrogate-modeling-of-wave-induced-for-2604.06433v1.md:17-19,로컬에서 확인한 것은 abstract뿐이며 세 사례의 JONSWAP 조건을 확인할 인용 논문 전문 파일을 찾지 못했다.
models/SWAN/web-refs/swan-ml-surrogate-models.md,63,UNVERIFIABLE,HIGH,인용 근거 파일 없음 (arxiv:2110.07100 Table 1),4개 사례 모두의 FNO 우세를 대조할 논문 전문이 로컬에서 발견되지 않았다.
models/SWAN/web-refs/swan-ml-surrogate-models.md,129,SCOPE_STATEMENT,HIGH,models/SWAN/web-refs/swan-ml-surrogate-models.md:126-132,해당 조사에서 확보한 arXiv 자료의 처리 범위를 보고한다.
models/SWAN/web-refs/swan-ml-surrogate-models.md,131,NOT_A_CLAIM,HIGH,models/SWAN/web-refs/swan-ml-surrogate-models.md:128-134,전부 paywall은 현재 단언이 아니라 오진으로 철회한 과거 판단을 인용한 것이다.
models/SWAN/web-refs/swan-recent-research-2024-2026.md,97,NOT_A_CLAIM,HIGH,models/SWAN/web-refs/swan-recent-research-2024-2026.md:94-100,항상 우세라는 전칭을 주장하는 문장이 아니라 그 전칭을 부정하는 문장이다.
models/SWASH/manual-notes/swash-tech-ch2-ch5-mimetic-conservation.md,15,SUPPORTED,MEDIUM,"models/SWASH/raw/source_code/swash/doc/swashtech.pdf:PDF pp.14,56,89-91",문맥에 열거한 C-grid·수심 산술평균·단순 이류평균은 보존·반대칭 조건에 연결하여 설명된다.
models/SWASH/manual-notes/swash-user-manual.md,49,SUPPORTED,HIGH,models/SWASH/raw/source_code/swash/doc/swashuse.pdf:PDF p.18,모든 입력에 SI 단위를 기대하되 방향·구면좌표는 도라는 원문과 예외까지 일치한다.
models/SWASH/manual-notes/swash-user-manual.md,92,SUPPORTED,HIGH,models/SWASH/raw/source_code/swash/doc/swashuse.pdf:PDF p.36,구면좌표의 입출력 격자 x축은 동쪽을 향해야 한다는 제한이 명시되어 있다.
models/SWASH/manual-notes/swash-user-manual.md,178,SUPPORTED,MEDIUM,models/SWASH/raw/source_code/swash/doc/swashuse.pdf:PDF p.87,쇄파와 bore의 유사성으로 에너지 소산이 inherently accounted for라는 모델 설명과 일치한다.
models/SWASH/source-analysis/swash-bottom-friction-wind.md,51,SUPPORTED,MEDIUM,"models/SWASH/raw/source_code/swash/src/SwashBotFrict.ftn90:100-350,369-886",열거된 마찰 공식의 각 분기에 wet mask 검사가 반복되며 2D v성분도 해당 wet mask를 따른다.
models/SWASH/source-analysis/swash-bottom-friction-wind.md,242,NOT_A_CLAIM,HIGH,models/SWASH/source-analysis/swash-bottom-friction-wind.md:239-245,소스 인용·검증 방식에 관한 메타 서술이다.
models/SWASH/source-analysis/swash-boundary-spectral-transfer.md,117,OVERCLAIM,HIGH,"models/SWASH/raw/source_code/swash/src/SwashBCtransferfnc.ftn90:151-160,204-218,271-279",쌍 루프에 앞서 방향·상대수심·비영 진폭 조건으로 성분을 제외하므로 모든 서로 다른 성분쌍을 계산하지는 않는다.
models/SWASH/source-analysis/swash-boundary-spectral-transfer.md,161,SUPPORTED,HIGH,models/SWASH/raw/source_code/swash/src/SwashBCtransferfnc.ftn90:429-4709,contained transfer function 28개의 Note를 대조하니 각각 a1*a2를 곱해야 한다는 주석이 있다.
