finding_id,work_id,representation_path,reported_lines,class,finding,canonical_group,disposition,current_canonical_coverage,cross_format_duplicate_candidate,duplicate_confidence,cross_format_duplicate_score,physical_pdf_pages,printed_pages_or_frontmatter,page_map_status,mapped_token_fraction,candidate_canonical_routes,source_code_adjudication_topics,source_code_adjudications_json
XH148,xbeach-master-manual-2015,XBeach_manual_master.md,"3222-3236,3330-3356,3418-3458",documented_fact,"Wave-input defaults include rt=3600, sprdthr=0.08, trepfac=0.01, wbcversion=3, fp=0.083, gammajsp=3.3, s=10, fnyq=0.3, dfj=fnyq/200, Tlong=80 and taper=100.",build-mpi-version,add-source-and-version-scoped-manual-fact,gap,XH122,probable,0.5129,62;63;64;68;69,58;59;60;64;65,direct-pdf-representation,1.0,models/XBeach/source-analysis/xbeach_infrastructure.md;PROPOSED: models/XBeach/manual-notes/xbeach-document-version-drift.md,,[]
XH149,xbeach-master-manual-2015,XBeach_manual_master.md,3501-3515,applicability,Multiple spectrum locations require wbcversion=3 and the documented interpolation does not support mixing spectral formats or incompatible time definitions.,build-mpi-version,add-source-and-version-scoped-manual-fact,gap,XH115,high,0.648,70;71,66;67,direct-pdf-representation,1.0,models/XBeach/source-analysis/xbeach_infrastructure.md;PROPOSED: models/XBeach/manual-notes/xbeach-document-version-drift.md,,[]
XH150,xbeach-master-manual-2015,XBeach_manual_master.md,3688-3774,documented_fact,"Defaults include Cd=0.002, rhoa=1.25, wind=0, D15=0.00015 m, D50=0.0002 m, D90=0.0003 m, nd=3, ngd=1, por=0.4 and rhos=2650 kg/m³.",sediment-transport,merge-with-existing-canonical-as-edition-scoped-manual-fact,existing-merge-target; retain compound finding as one denominator row,XH123,probable,0.4717,75;76;77,71;72;73,direct-pdf-representation,1.0,models/XBeach/manual-notes/xbeach-master-manual.md;models/XBeach/source-analysis/xbeach_morphology.md;models/XBeach/source-analysis/xbeach_intrawave_sediment_transport.md,,[]
XH151,xbeach-master-manual-2015,XBeach_manual_master.md,3920-3967,unfinished_feature,"Ship input gives inconsistent grid extents, prohibits boundary intersection, and documents compute_motion=1 despite stating that motion computation is unimplemented and moving-ship forces are unreliable.",vegetation-ships,record-as-source-scoped-unfinished-feature-or-document-limit,historical-limit-addition-required,XH116,high,0.5588,81;82;83,77;78;79,direct-pdf-representation,1.0,models/XBeach/manual-notes/xbeach-master-manual.md;models/XBeach/source-analysis/xbeach_vegetation.md;models/XBeach/source-analysis/xbeach_ship_waves.md;PROPOSED: models/XBeach/manual-notes/xbeach-manual-discrepancies.md,,[]
XH152,xbeach-master-manual-2015,XBeach_manual_master.md,"4027,4055-4057,4595,4657",version_drift,"The output default is Fortran rather than the Kingsday overview's NetCDF, the tintm default expression is malformed, and this edition specifies double-precision NetCDF fields.",build-mpi-version,record-as-edition-or-parameter-drift; do-not-generalize-to-current-code,version-crosswalk-addition-required,,unresolved,0.259,84;93;96,80;89;92,direct-pdf-representation,1.0,models/XBeach/source-analysis/xbeach_infrastructure.md;PROPOSED: models/XBeach/manual-notes/xbeach-document-version-drift.md;PROPOSED: models/XBeach/manual-notes/xbeach-manual-discrepancies.md,,[]
XH153,xbeach-master-manual-2015,XBeach_manual_master.md,"4669-4675,4949-5022",documented_fact,"Defaults include CFL=0.7, tstop=2000, maxerror=5e-5 m, maxiter=500, wavint=60, alpha=1, gamma=0.55, gamma2=0.3, gammax=2 and n=10, although the calibration discussion names roelvink1 while the default is roelvink2.",wave-action-breaking-roller-friction,merge-with-existing-canonical-as-edition-scoped-manual-fact,existing-merge-target; retain compound finding as one denominator row,XH118,probable,0.5162,96;107;108,92;103;104,direct-pdf-representation,1.0,models/XBeach/manual-notes/xbeach-master-manual.md;models/XBeach/source-analysis/xbeach_wave_action_balance.md;models/XBeach/source-analysis/xbeach_wave_breaking.md;models/XBeach/source-analysis/xbeach_wave_functions.md,,[]
XH154,xbeach-master-manual-2015,XBeach_manual_master.md,5040-5142,documented_fact,"Defaults include beta=0.1, roller=1, cats=4, hwci=0.1 m, eps=0.005 m, eps_sd=0.5 m/s, hmin=0.2 m and secorder=0.",nonhydrostatic-physics-numerics,merge-with-existing-canonical-as-edition-scoped-manual-fact,existing-merge-target; retain compound finding as one denominator row,XH124,probable,0.4826,109;110;111,105;106;107,direct-pdf-representation,1.0,models/XBeach/manual-notes/xbeach-master-manual.md;models/XBeach/source-analysis/xbeach_nonh.md;models/XBeach/source-analysis/xbeach_solver.md;models/XBeach/source-analysis/xbeach_flow_solver.md,,[]
XH155,xbeach-master-manual-2015,XBeach_manual_master.md,5164-5346,documented_fact,"Transport defaults include Tsmin=0.5, As=0.1, Sk=0.1, sl=1.6, ua=0.1, pormax=0.5, repose=30, rheeA=0.75, cmax=0.1, kmax=1, sigfac=1.3 and vicmol=1e-6.",sediment-transport,merge-with-existing-canonical-as-edition-scoped-manual-fact,existing-merge-target; retain compound finding as one denominator row,XH125,high,0.5697,112;113;114;115;116,108;109;110;111;112,direct-pdf-representation,1.0,models/XBeach/manual-notes/xbeach-master-manual.md;models/XBeach/source-analysis/xbeach_morphology.md;models/XBeach/source-analysis/xbeach_intrawave_sediment_transport.md,,[]
XH156,xbeach-master-manual-2015,XBeach_manual_master.md,5354-5431,contradiction,"morstart and morstop are described as hydrodynamic times in prose but morphological times in their entries, with defaults 120 and 2000, and setbathy overrides depfile when morphology is disabled.",morphology-bed-composition-avalanching,document-both-source-statements-as-an-internal-conflict; do-not-select-a-value,conflict-register-addition-required,XH106,probable,0.541,116;117;118,112;113;114,direct-pdf-representation,1.0,models/XBeach/manual-notes/xbeach-master-manual.md;models/XBeach/source-analysis/xbeach_morphology.md;models/XBeach/source-analysis/xbeach_avalanching.md;models/XBeach/source-analysis/xbeach-morphology-foundation.md;PROPOSED: models/XBeach/manual-notes/xbeach-manual-discrepancies.md,,[]
XH157,xbeach-master-manual-2015,XBeach_manual_master.md,5474-5533,documented_fact,"Groundwater defaults include aquiferbot=-10, dwet=0.1, gw0=0, critical Reynolds number 100, gwfastsolve=0, gwnonh=0 and directional permeabilities of 1e-4 m/s.",groundwater,merge-with-existing-canonical-as-edition-scoped-manual-fact,existing-merge-target; retain compound finding as one denominator row,XH126,high,0.6579,119;120,115;116,direct-pdf-representation,1.0,models/XBeach/manual-notes/xbeach-master-manual.md;models/XBeach/source-analysis/xbeach_groundwater.md,,[]
XH158,xbeach-master-manual-2015,XBeach_manual_master.md,5547-5705,documented_fact,"Non-hydrostatic defaults include Topt=10, viscfac=1.5, maxbrsteep=0.6, nhbreaker=2, solver accuracy 0.005, 30 iterations and relaxation 0.92, while physical defaults include g=9.81 and rho=1025.",nonhydrostatic-physics-numerics,merge-with-existing-canonical-as-edition-scoped-manual-fact,existing-merge-target; retain compound finding as one denominator row,XH127,probable,0.4449,121;122;123;124,117;118;119;120,direct-pdf-representation,1.0,models/XBeach/manual-notes/xbeach-master-manual.md;models/XBeach/source-analysis/xbeach_nonh.md;models/XBeach/source-analysis/xbeach_solver.md;models/XBeach/source-analysis/xbeach_flow_solver.md,,[]
XH159,xbeach-master-manual-2015,XBeach_manual_master.md,"6304-6414,6911-6916,7006-7314",documented_fact,"The numerical description uses backward Euler for groundwater, a 4/Trep filter cutoff, Thomas solution in 1D and SIP in 2D, explicit erosion with implicit deposition, theta=1 for upwind and 0.5 for central transport, and excludes boundary avalanching and bed diffusion.",groundwater,merge-with-existing-canonical-as-edition-scoped-manual-fact,existing-merge-target; retain compound finding as one denominator row,XH120,probable,0.4307,129;130;133;134;135;136,125;126;129;130;131;132,direct-pdf-representation,0.980512,models/XBeach/manual-notes/xbeach-master-manual.md;models/XBeach/source-analysis/xbeach_groundwater.md,,[]
XH160,xbeach-master-manual-2015,XBeach_manual_master.md,"7710-7854,8669-8998,9362",documented_fact,"The limiter is minmod, the predictor-corrector scheme is second order for smooth solutions and first order at sharp gradients, source integration can reduce formal order to one, and the pressure discretization is stated to be equivalent to Keller-box or Hermitian relations.",nonhydrostatic-physics-numerics,merge-with-existing-canonical-as-edition-scoped-manual-fact,existing-merge-target; retain compound finding as one denominator row,,unresolved,0.2349,139;140;142;143;145,135;136;138;139;141,direct-pdf-representation,1.0,models/XBeach/manual-notes/xbeach-master-manual.md;models/XBeach/source-analysis/xbeach_nonh.md;models/XBeach/source-analysis/xbeach_solver.md;models/XBeach/source-analysis/xbeach_flow_solver.md,,[]
XH161,xbeach-nonhydrostatic-model-draft-2010,non-hydrostatic_report_draft.doc.txt,"12,326,676-689",version_drift,"The draft describes a single-layer model that captures breaking without a separate breaking model or maximum-steepness parameter, whereas the later manuals document empirical non-hydrostatic breaking thresholds.",build-mpi-version,record-as-edition-or-parameter-drift; do-not-generalize-to-current-code,version-crosswalk-addition-required,XH184,probable,0.3157,3;11;12;18;19,frontmatter-physical-3;1;2;8;9,cross-format-partial,0.547081,models/XBeach/source-analysis/xbeach_infrastructure.md;PROPOSED: models/XBeach/manual-notes/xbeach-document-version-drift.md;PROPOSED: models/XBeach/manual-notes/xbeach-manual-discrepancies.md,,[]
XH162,xbeach-nonhydrostatic-model-draft-2010,non-hydrostatic_report_draft.doc.txt,"21-22,689",validation_limit,The draft reports underestimated surf-zone energy dissipation and overestimated high-frequency energy and wave heights because depth averaging omits vertical structure including undertow and rollers.,validation-nonhydrostatic,merge-as-draft-scoped-fact-or-limit-into-nonhydrostatic-report-note,partial-mechanism-coverage; validation/applicability detail absent,,unresolved,0.2462,3;19,frontmatter-physical-3;9,cross-format-mapped,1.0,models/XBeach/source-analysis/xbeach_nonh.md;PROPOSED: models/XBeach/manual-notes/xbeach-nonhydrostatic-report.md,,[]
XH163,xbeach-nonhydrostatic-model-draft-2010,non-hydrostatic_report_draft.doc.txt,"394-402,463-478,617-642",applicability,"The formulation assumes incompressible homogeneous Newtonian flow, a single-valued free surface, negligible bed-motion time derivative, zero uniform atmospheric pressure, no surface tension or local wind-wave generation, and zero normal velocity at closed boundaries.",nonhydrostatic-physics-numerics,merge-as-draft-scoped-fact-or-limit-into-nonhydrostatic-report-note,partial-mechanism-coverage; validation/applicability detail absent,XH182,probable,0.3362,13;14;15;17,3;4;5;7,cross-format-mapped,0.779727,models/XBeach/manual-notes/xbeach-master-manual.md;models/XBeach/source-analysis/xbeach_nonh.md;models/XBeach/source-analysis/xbeach_solver.md;models/XBeach/source-analysis/xbeach_flow_solver.md,,[]
XH164,xbeach-nonhydrostatic-model-draft-2010,non-hydrostatic_report_draft.doc.txt,529,applicability,The depth-averaged approximation requires weak vertical velocity-profile variation and explicitly calls for additional vertical resolution when undertow produces a nonuniform profile.,parameter-defaults-mixed,merge-as-draft-scoped-fact-or-limit-into-nonhydrostatic-report-note,partial-mechanism-coverage; validation/applicability detail absent,,unresolved,0.2231,16,6,cross-format-mapped,0.974684,models/XBeach/manual-notes/xbeach-master-manual.md;models/XBeach/source-analysis/xbeach_params.md,,[]
XH165,xbeach-nonhydrostatic-model-draft-2010,non-hydrostatic_report_draft.doc.txt,690-723,documented_fact,"The Smagorinsky constant is stated to be typically 0.1–0.3 and the filter length depends on mesh size, with little added dissipation in smooth flow.",nonhydrostatic-physics-numerics,merge-as-draft-scoped-fact-or-limit-into-nonhydrostatic-report-note,partial-mechanism-coverage; validation/applicability detail absent,XH186,probable,0.3359,19;20,9;10,cross-format-partial,0.460064,models/XBeach/manual-notes/xbeach-master-manual.md;models/XBeach/source-analysis/xbeach_nonh.md;models/XBeach/source-analysis/xbeach_solver.md;models/XBeach/source-analysis/xbeach_flow_solver.md,,[]
XH166,xbeach-nonhydrostatic-model-draft-2010,non-hydrostatic_report_draft.doc.txt,"779-850,876,1013",accuracy_limit,"Central differences on nonuniform grids can become first order, the minmod predictor-corrector becomes first order near discontinuities, and explicit Euler treatment of stresses makes formal time accuracy first order despite the abstract's second-order claim.",nonhydrostatic-physics-numerics,merge-as-draft-scoped-fact-or-limit-into-nonhydrostatic-report-note,partial-mechanism-coverage; validation/applicability detail absent,XH186,probable,0.3556,22;23;24;26,12;13;14;16,cross-format-partial,0.669355,models/XBeach/manual-notes/xbeach-master-manual.md;models/XBeach/source-analysis/xbeach_nonh.md;models/XBeach/source-analysis/xbeach_solver.md;models/XBeach/source-analysis/xbeach_flow_solver.md,,[]
XH167,xbeach-nonhydrostatic-model-draft-2010,non-hydrostatic_report_draft.doc.txt,1025-1112,documented_fact,Dynamic pressure at the free surface is exactly zero and the pressure discretization is stated to be numerically equivalent to Keller-box or Hermitian formulations.,nonhydrostatic-physics-numerics,merge-as-draft-scoped-fact-or-limit-into-nonhydrostatic-report-note,partial-mechanism-coverage; validation/applicability detail absent,XH187,probable,0.5186,26;27,16;17,cross-format-partial,0.193025,models/XBeach/manual-notes/xbeach-master-manual.md;models/XBeach/source-analysis/xbeach_nonh.md;models/XBeach/source-analysis/xbeach_solver.md;models/XBeach/source-analysis/xbeach_flow_solver.md,,[]
XH168,xbeach-nonhydrostatic-model-draft-2010,non-hydrostatic_report_draft.doc.txt,1114-1200,applicability,"The absorbing-generating boundary assumes a straight boundary, locally flat bed, linear incoming waves and long reflected waves perpendicular to the boundary, with significant errors expected for more complex geometries.",flow-tide-discharge-boundaries,merge-as-draft-scoped-fact-or-limit-into-nonhydrostatic-report-note,partial-mechanism-coverage; validation/applicability detail absent,XH188,probable,0.4317,27;28;29,17;18;19,cross-format-mapped,0.742925,models/XBeach/manual-notes/xbeach-master-manual.md;models/XBeach/source-analysis/xbeach_flow_boundary_conditions.md;models/XBeach/source-analysis/xbeach_tide_forcing.md,,[]
XH169,xbeach-nonhydrostatic-model-draft-2010,non-hydrostatic_report_draft.doc.txt,1205-1242,documented_numerics,"Dry velocity points are set to zero, fully dry pressure rows use diagonal 1 and right-hand side 0, higher-order reconstruction is disabled unless the lowest stencil surface exceeds the highest bed, and shallow-water pressure-point removal defaults to zero.",nonhydrostatic-physics-numerics,merge-as-draft-scoped-fact-or-limit-into-nonhydrostatic-report-note,partial-mechanism-coverage; validation/applicability detail absent,XH189,high,0.6313,29;30,19;20,cross-format-mapped,0.855805,models/XBeach/manual-notes/xbeach-master-manual.md;models/XBeach/source-analysis/xbeach_nonh.md;models/XBeach/source-analysis/xbeach_solver.md;models/XBeach/source-analysis/xbeach_flow_solver.md,,[]
XH170,xbeach-nonhydrostatic-model-draft-2010,non-hydrostatic_report_draft.doc.txt,1263-1313,documented_numerics,"The pressure system is pentadiagonal in 2D, SIP requires relaxation below 1 without guaranteed convergence, the last iterate is accepted at the iteration cap, and Thomas solution is recommended for 1D.",nonhydrostatic-physics-numerics,merge-as-draft-scoped-fact-or-limit-into-nonhydrostatic-report-note,partial-mechanism-coverage; validation/applicability detail absent,XH191,probable,0.341,31;32,21;22,cross-format-partial,0.580067,models/XBeach/manual-notes/xbeach-master-manual.md;models/XBeach/source-analysis/xbeach_nonh.md;models/XBeach/source-analysis/xbeach_solver.md;models/XBeach/source-analysis/xbeach_flow_solver.md,,[]
XH171,xbeach-nonhydrostatic-model-draft-2010,non-hydrostatic_report_draft.doc.txt,1456,applicability,"The draft states that dispersion-related relative error stays approximately below 5% for kd<1 and grows rapidly for kd>1, requiring greater vertical resolution for shorter waves.",nonhydrostatic-physics-numerics,merge-as-draft-scoped-fact-or-limit-into-nonhydrostatic-report-note,partial-mechanism-coverage; validation/applicability detail absent,XH192,high,0.5858,33,23,cross-format-mapped,0.959184,models/XBeach/manual-notes/xbeach-master-manual.md;models/XBeach/source-analysis/xbeach_nonh.md;models/XBeach/source-analysis/xbeach_solver.md;models/XBeach/source-analysis/xbeach_flow_solver.md,,[]
XH172,xbeach-nonhydrostatic-model-draft-2010,non-hydrostatic_report_draft.doc.txt,"1481-1488,1670-1672,1745-1757",validation_configuration,"The oscillating-basin test uses kH=0.5 and CFL=0.5, the solitary-wave test uses depth 1 m with 160 points per wavelength and CFL=0.9, and the 2000-point dam-break test uses CFL=0.4 with non-hydrostatic corrections disabled.",validation-nonhydrostatic,merge-as-draft-scoped-fact-or-limit-into-nonhydrostatic-report-note,partial-mechanism-coverage; validation/applicability detail absent,XH196,probable,0.5171,35;41;43;44,25;31;33;34,cross-format-mapped,0.917112,models/XBeach/source-analysis/xbeach_nonh.md;PROPOSED: models/XBeach/manual-notes/xbeach-nonhydrostatic-report.md,,[]
XH173,xbeach-nonhydrostatic-model-draft-2010,non-hydrostatic_report_draft.doc.txt,1516-1620,applicability,"Dispersion tuning targets 0<kH<kHmax with kHmax approximately 1, can worsen longer-wave errors when optimized for large kH, and has an explicitly unknown influence on nonlinear interactions.",nonhydrostatic-physics-numerics,merge-as-draft-scoped-fact-or-limit-into-nonhydrostatic-report-note,partial-mechanism-coverage; validation/applicability detail absent,XH194,probable,0.3934,37;38;39,27;28;29,cross-format-mapped,0.748705,models/XBeach/manual-notes/xbeach-master-manual.md;models/XBeach/source-analysis/xbeach_nonh.md;models/XBeach/source-analysis/xbeach_solver.md;models/XBeach/source-analysis/xbeach_flow_solver.md,,[]
XH174,xbeach-nonhydrostatic-model-draft-2010,non-hydrostatic_report_draft.doc.txt,1792-1827,validation_configuration,"The shoal test specifies a 35-by-20 m tank, 1 Hz waves of height 4.64 cm, approximately 60 points per wavelength near the shoal, a 60 s run and an underpredicted focusing peak at transect 5, x=9 m.",validation-nonhydrostatic,merge-as-draft-scoped-fact-or-limit-into-nonhydrostatic-report-note,partial-mechanism-coverage; validation/applicability detail absent,XH197,high,0.8258,46;47,36;37,cross-format-mapped,0.733831,models/XBeach/source-analysis/xbeach_nonh.md;PROPOSED: models/XBeach/manual-notes/xbeach-nonhydrostatic-report.md,,[]
XH175,xbeach-nonhydrostatic-model-draft-2010,non-hydrostatic_report_draft.doc.txt,"1843,1872,2174,2187,2197",version_drift,"MPI compilation disables non-hydrostatic, second-order and Smagorinsky corrections irrespective of their switches in this draft, an edition-specific restriction that must not be generalized to later manuals.",build-mpi-version,record-as-edition-or-parameter-drift; do-not-generalize-to-current-code,version-crosswalk-addition-required,XH199,probable,0.5022,50;53;62;63,40;43;52;53,cross-format-mapped,0.990698,models/XBeach/source-analysis/xbeach_infrastructure.md;PROPOSED: models/XBeach/manual-notes/xbeach-document-version-drift.md;PROPOSED: models/XBeach/manual-notes/xbeach-manual-discrepancies.md,,[]
XH176,xbeach-nonhydrostatic-model-draft-2010,non-hydrostatic_report_draft.doc.txt,"1851,1870-1871",contradiction,"The program-structure section says wave_timestep is disabled for non-hydrostatic calculations, while the usage section asks users to disable it manually or supply zero short-wave energy.",nonhydrostatic-physics-numerics,document-both-source-statements-as-an-internal-conflict; do-not-select-a-value,conflict-register-addition-required,XH200,high,0.8067,50;51;53,40;41;43,cross-format-mapped,1.0,models/XBeach/manual-notes/xbeach-master-manual.md;models/XBeach/source-analysis/xbeach_nonh.md;models/XBeach/source-analysis/xbeach_solver.md;models/XBeach/source-analysis/xbeach_flow_solver.md;PROPOSED: models/XBeach/manual-notes/xbeach-manual-discrepancies.md,,[]
XH177,xbeach-nonhydrostatic-model-draft-2010,non-hydrostatic_report_draft.doc.txt,1870-1898,parameter_drift,"The draft uses nonh=1, instat=3 or 8, front=4 with arc=1, ny=2 for 1D, and numeric solver=1/2 rather than the later manuals' named wave-boundary and solver options and ny=0 convention.",nonhydrostatic-physics-numerics,record-as-edition-or-parameter-drift; do-not-generalize-to-current-code,version-crosswalk-addition-required,XH203,probable,0.4842,53;54,43;44,cross-format-partial,0.692485,models/XBeach/manual-notes/xbeach-master-manual.md;models/XBeach/source-analysis/xbeach_nonh.md;models/XBeach/source-analysis/xbeach_solver.md;models/XBeach/source-analysis/xbeach_flow_solver.md;PROPOSED: models/XBeach/manual-notes/xbeach-manual-discrepancies.md,,[]
XH178,xbeach-nonhydrostatic-model-draft-2010,non-hydrostatic_report_draft.doc.txt,1895-1898,documented_fact,"The recommended configuration uses instat=8 with velocity and surface elevation for front=4/arc=1, secorder=1, and approximately 30 meshes per wavelength.",nonhydrostatic-physics-numerics,merge-as-draft-scoped-fact-or-limit-into-nonhydrostatic-report-note,partial-mechanism-coverage; validation/applicability detail absent,XH202,high,0.6271,54,44,cross-format-mapped,1.0,models/XBeach/manual-notes/xbeach-master-manual.md;models/XBeach/source-analysis/xbeach_nonh.md;models/XBeach/source-analysis/xbeach_solver.md;models/XBeach/source-analysis/xbeach_flow_solver.md,,[]
XH179,xbeach-nonhydrostatic-model-draft-2010,non-hydrostatic_report_draft.doc.txt,"2039,2048,2067,2196-2199",contradiction,"Procedure descriptions say second-order corrections are 'Not called when sec_order=1', contradicting the documented enabling value secorder=1 and introducing an underscore spelling drift.",nonhydrostatic-physics-numerics,merge-document-conflict-with-frozen-source-snapshot-adjudication,source-code-adjudication-complete; retain-document-version-scope,XH204,high,0.7052,59;63,49;53,cross-format-mapped,1.0,models/XBeach/manual-notes/xbeach-master-manual.md;models/XBeach/source-analysis/xbeach_nonh.md;models/XBeach/source-analysis/xbeach_solver.md;models/XBeach/source-analysis/xbeach_flow_solver.md;PROPOSED: models/XBeach/manual-notes/xbeach-manual-discrepancies.md,secorder,"[{""canonical_ready_ko"": ""2010 보고서의 sec_order 표기는 현재 보관 snapshot의 secorder와 구분한다. 소스는 secorder=1일 때 2차 이류 보정을 호출하며 nonh 입력 기본값은 1(그 밖은 0)이다. nonh에서 0을 넣어도 일관성 검사에서 1로 강제한다. 이 사실은 2010 코드의 동작을 역으로 입증하지 않으며 보고서 안의 상반된 옵션 설명은 역사적 문서 모순으로 기록한다."", ""evidence"": [{""line_end"": 1410, ""line_start"": 1406, ""path"": ""models/XBeach/raw/source_code/trunk/src/xbeachlibrary/params.F90"", ""sha256"": ""73648b5733a8f90a8f18cda32743bdc2ef42f649e39c521e28e06584ee63c359""}, {""line_end"": 1746, ""line_start"": 1739, ""path"": ""models/XBeach/raw/source_code/trunk/src/xbeachlibrary/params.F90"", ""sha256"": ""73648b5733a8f90a8f18cda32743bdc2ef42f649e39c521e28e06584ee63c359""}, {""line_end"": 652, ""line_start"": 645, ""path"": ""models/XBeach/raw/source_code/trunk/src/xbeachlibrary/flow_timestep.F90"", ""sha256"": ""50742b601cc8feccd513cf742ca772b6021f1d4f5ffe074c4e8ffc90907dd2b2""}], ""finding_binding"": {""finding_exact"": ""Procedure descriptions say second-order corrections are 'Not called when sec_order=1', contradicting the documented enabling value secorder=1 and introducing an underscore spelling drift."", ""finding_id"": ""XH179"", ""finding_sha256"": ""b1b7cf2f2f3bfde3482e5755f2248e7d30cb5da45d03345ceb58c95f419a7e3d"", ""scope"": ""Only the named parameter or algorithm within this compound finding is adjudicated; other clauses retain their documentary disposition.""}, ""finding_bindings"": [{""finding_exact"": ""Procedure descriptions say second-order corrections are 'Not called when sec_order=1', contradicting the documented enabling value secorder=1 and introducing an underscore spelling drift."", ""finding_id"": ""XH179"", ""finding_sha256"": ""b1b7cf2f2f3bfde3482e5755f2248e7d30cb5da45d03345ceb58c95f419a7e3d"", ""scope"": ""Only the named parameter or algorithm within this compound finding is adjudicated; other clauses retain their documentary disposition.""}, {""finding_exact"": ""The procedure descriptions say corrections are 'Not called when sec_order=1', contradicting the recommendation and parameter table that 'secorder=1' enables them and also changing the keyword spelling."", ""finding_id"": ""XH204"", ""finding_sha256"": ""281e39d721c36edd15b598913ed407765717b779aa73cb1ea52219d7e252e4c4"", ""scope"": ""Only the named parameter or algorithm within this compound finding is adjudicated; other clauses retain their documentary disposition.""}], ""finding_ids"": [""XH179"", ""XH204""], ""scope"": ""frozen local source snapshot; historical PDF/DOC contradictions remain edition-specific"", ""source_artifact"": ""_staging/total-read/model-audit/XBeach/closure/manual-code-adjudications.json"", ""source_artifact_sha256"": ""56075b0e74b75050881292c5a95cca17813b4570457f3585a614d7f34c9f16fa"", ""topic"": ""secorder""}]"
XH180,xbeach-nonhydrostatic-model-draft-2010,non-hydrostatic_report_draft.doc.txt,2177-2230,default_drift,"Defaults are dispc=1, Topt=10 s when dispc<0, nonh=0, smag=0, secorder=0, kdmin=0, solver=1, solver_acc=0.005 and solver_maxit=20, with the iteration cap differing from the later manuals' 30.",nonhydrostatic-physics-numerics,record-as-edition-or-parameter-drift; do-not-generalize-to-current-code,version-crosswalk-addition-required,XH191,probable,0.4032,62;63,52;53,cross-format-mapped,0.869464,models/XBeach/manual-notes/xbeach-master-manual.md;models/XBeach/source-analysis/xbeach_nonh.md;models/XBeach/source-analysis/xbeach_solver.md;models/XBeach/source-analysis/xbeach_flow_solver.md;PROPOSED: models/XBeach/manual-notes/xbeach-manual-discrepancies.md,,[]
XH181,xbeach-nonhydrostatic-model-draft-2010,non-hydrostatic_report_draft.doc.txt,2261-2303,documented_fact,"Boun_U.bcf accepts 2–4 variables including time and mandatory U, interpolates between supplied times, and repeats its last row indefinitely after the final timestamp.",wave-boundary-spectra,merge-as-draft-scoped-fact-or-limit-into-nonhydrostatic-report-note,partial-mechanism-coverage; validation/applicability detail absent,,unresolved,0.2793,65;66,55;56,cross-format-mapped,0.975845,models/XBeach/manual-notes/xbeach-master-manual.md;models/XBeach/source-analysis/xbeach_wave_boundary_generation.md;models/XBeach/source-analysis/wave/xbeach_wave_boundary.md;models/XBeach/source-analysis/wave/xbeach-boundary-and-wave-setup.md;models/XBeach/source-analysis/xbeach_swan_handoff.md,,[]
XH182,xbeach-nonhydrostatic-model-draft-2010,non-hydrostatic_report_draft.md,"248,320,336,373",documented-physics,The single-layer formulation assumes homogeneous incompressible Newtonian flow and decomposes pressure as 'P=rho*g*(eta-z)+rho*p+p0'.,nonhydrostatic-physics-numerics,merge-as-draft-scoped-fact-or-limit-into-nonhydrostatic-report-note,partial-mechanism-coverage; validation/applicability detail absent,,unresolved,0.2529,11;14,1;4,direct-pdf-representation,1.0,models/XBeach/manual-notes/xbeach-master-manual.md;models/XBeach/source-analysis/xbeach_nonh.md;models/XBeach/source-analysis/xbeach_solver.md;models/XBeach/source-analysis/xbeach_flow_solver.md,,[]
XH183,xbeach-nonhydrostatic-model-draft-2010,non-hydrostatic_report_draft.md,"424,530,662-674",documented-applicability,"The derivation neglects bed time variation and surface tension, imposes surface non-hydrostatic pressure 'p=0' and zero wall-normal velocity, and requires more vertical resolution to represent undertow.",nonhydrostatic-physics-numerics,merge-as-draft-scoped-fact-or-limit-into-nonhydrostatic-report-note,partial-mechanism-coverage; validation/applicability detail absent,XH173,probable,0.3121,15;16;17,5;6;7,direct-pdf-representation,1.0,models/XBeach/manual-notes/xbeach-master-manual.md;models/XBeach/source-analysis/xbeach_nonh.md;models/XBeach/source-analysis/xbeach_solver.md;models/XBeach/source-analysis/xbeach_flow_solver.md,,[]
XH184,xbeach-nonhydrostatic-model-draft-2010,non-hydrostatic_report_draft.md,686-704,breaking-model-drift,"Breaking is represented as a bore without an empirical maximum-steepness parameter, unlike the later manuals' non-hydrostatic breaking thresholds, and the draft reports underestimated dissipation and excessive high-frequency energy.",build-mpi-version,record-as-edition-or-parameter-drift; do-not-generalize-to-current-code,version-crosswalk-addition-required,XH161,probable,0.3556,18;19,8;9,direct-pdf-representation,1.0,models/XBeach/source-analysis/xbeach_infrastructure.md;PROPOSED: models/XBeach/manual-notes/xbeach-document-version-drift.md;PROPOSED: models/XBeach/manual-notes/xbeach-manual-discrepancies.md,,[]
XH185,xbeach-nonhydrostatic-model-draft-2010,non-hydrostatic_report_draft.md,"749-751,4816-4818",documented-coefficient,"The Smagorinsky coefficient is described as 'Cs approximately 0.1–0.3', with nuh representing Cs when smag=1 and background viscosity otherwise.",flow-friction-viscosity,merge-as-draft-scoped-fact-or-limit-into-nonhydrostatic-report-note,partial-mechanism-coverage; validation/applicability detail absent,XH165,probable,0.3347,20;63,10;53,direct-pdf-representation,1.0,models/XBeach/manual-notes/xbeach-master-manual.md;models/XBeach/source-analysis/xbeach_bed_friction.md;models/XBeach/source-analysis/xbeach_flow_solver.md,,[]
